GrouP28,,,,,
P1,P2,P3,P4,P5,PC
,107.19,,98.35,67.96,87
,107.23,,99.57,68.13,87
,107.21,,98.67,68,87
,107.27,,98.58,67.91,87
,107.33,,99.46,68.04,87
,107.29,,98.36,67.75,87
,107.27,,99,67.67,87
,107.26,,99.22,67.68,87
,107.27,,98.27,67.61,87
,107.28,,99.47,67.48,87
,107.28,,98.94,67.47,87
,107.42,,98.32,67.56,87
,107.45,,99.55,67.76,87
,107.5,,98.62,67.78,87
,107.52,,98.66,67.74,87
,107.65,,99.44,67.77,87
,107.57,,98.33,67.92,87
,107.51,,99.11,67.93,87
,107.5,,99.21,67.94,87
,107.54,,98.26,68.04,87
,107.54,,99.52,68.01,87
,107.47,,98.84,67.91,87
,107.47,,98.53,67.78,87
,107.45,,99.51,67.85,87
,107.43,,98.4,67.89,87
,107.5,,99.07,67.87,87
,107.64,,99.22,67.83,87
,107.53,,98.3,67.78,87
,107.49,,99.57,67.74,87
,107.55,,98.74,67.8,87
,107.5,,98.57,67.33,87
,107.29,,99.47,67.17,87
,107.08,,98.33,67.05,87
,107.1,,99.09,67.19,87
,107.15,,99.19,67.3,87
,107.38,,98.33,67.2,87
,107.48,,99.52,67.18,87
,107.28,,98.81,67.03,87
,107.13,,98.51,66.69,87
,106.86,,99.49,66.72,87
,106.65,,98.39,66.82,87
,106.62,,99.08,66.89,87
,106.27,,99.18,65.84,87
,,,98.31,64.27,87
,,,99.41,63.89,87
,,,98.69,63.77,87
,,,98.76,63.55,87
,,,99.08,63.16,87
,,,98.33,62.96,87
,,,99.21,62.97,87
,,,98.68,63.89,87
,,,98.97,64.07,87
,,,99.08,64.79,87
,,,98.38,65.48,87
,,,99.33,65.72,87
,105.2,,98.84,65.64,87
,105.31,,98.54,65.77,87
,105.5,,99.33,65.53,87
,105.39,,98.47,65.54,87
,105.35,,99.03,65.63,87
,105.26,,99.14,65.8,87
,105.14,,98.4,65.69,87
,105.02,,99.38,65.76,87
,,,98.79,65.9,87
,,,98.64,65.94,87
,,,99.27,66.17,87
,,,98.4,66.13,87
,,,99.25,66.3,87
,,,98.98,66.47,87
,,,98.53,66.61,87
,,,99.33,66.75,87
,,,98.52,66.89,87
,,,99.15,67.09,87
,105.07,,99.07,67.23,87
,105.18,,98.4,67.32,87
,105.52,,99.36,67.35,87
,105.69,,98.53,67.63,87
,105.84,,99.43,67.77,87
,105.85,,98.7,67.63,87
,105.98,,99.31,67.94,87
,105.9,,98.81,68.08,87
,105.91,,99.19,68.05,87
,105.77,,98.89,68.35,87
,105.7,,99.03,68.45,87
,105.56,,99,68.65,87
,105.51,,98.95,68.76,87
,105.04,,99.02,62.5,87
,,,98.95,56.93,87
,,,98.98,54.17,87
,,,98.2,52.02,87
,,,94.42,50.77,87
,,,,49.89,87
,,,,50.78,87
,,,,52.19,87
,,,,52.53,87
,,,,52.75,87
,,,,52.79,87
,,,,52.04,87
,,,,51.34,87
,,,,49.31,87
,,,,49.18,87
,,,,49.42,87
,,,,49.64,87
,,,,49.94,87
,,,,50.17,87
,,,,50.4,87
,,,,50.6,87
,,,,50.58,87
,,,,50.66,87
,,,,50.7,87
,,,,50.62,87
,,,,50.46,87
,,,,50.39,87
,,,,50.38,87
,,,,50.57,87
,,,,50.78,87
,,,,50.94,87
,,,,51.19,87
,,,,51.46,87
,,,,51.79,87
,,,,52.15,87
,,,,52.51,87
,,,,52.84,87
,,,,53.01,87
,,,,52.91,87
,,,,52.65,87
,,,,52.63,87
,,,,52.69,87
,,,,52.61,87
,,,,52.75,87
,,,,52.83,87
,,,,52.76,87
,,,,52.43,87
,,,,52.03,87
,,,,51.84,87
,,,,51.91,87
,,,,51.95,87
,,,,52.24,87
,,,,52.53,87
,,,,52.83,87
,,,,53.04,87
,,,,53.05,87
,,,,53.1,87
,,,,53.13,87
,,,,53.14,87
,,,,53.38,87
,,,,53.41,87
,,,,53.54,87
,,,,53.65,87
,,,,53.75,87
,,,,53.81,87
,,,,53.91,87
,,,,53.96,87
,,,,53.81,87
,,,,53.61,87
,,,,53.44,87
,,,,53.28,87
,,,,53.63,87
,,,,53.43,87
,,,,53.04,87
,,,,52.87,87
,,,,61.87,87
,,,,73.61,87
,118.37,,,75.46,87
,133.44,108.56,,76.44,87
,,111.35,,77.57,87
225.06,,112.38,90.89,78.15,87
273.18,,112.35,92.89,79.59,87
290.17,,113.04,93.1,80.63,87
286.96,,114.27,94.8,81.15,87
,,115.67,96.36,81.91,87
,,117.75,98.12,82.98,87
,,120.62,97.64,83.77,87
,,123.26,98.8,84.76,87
,,125.05,98.63,85.5,87
,,125.67,98.1,86.12,87
,,125.71,96.89,86.42,87
,,125.94,96.29,86.89,87
,,126.61,98.62,87.29,87
,,127.33,100.19,87.38,87
,,127.77,97.92,87.69,87
,,127.39,95.45,87.25,87
,,126.23,98.93,87.04,87
,,125.3,99.73,87.06,87
,,124.81,96.54,87.08,87
,,124.67,96.48,87.27,87
,,124.71,100.32,87.34,87
,,124.82,98.42,87.27,87
,,125.07,95.5,87.41,87
,,125.25,99.34,87.4,87
,,125.44,99.84,87.72,87
,,125.85,96.09,87.47,87
,,126.2,96.91,87.17,87
,,125.99,100.33,86.75,87
,,125.11,97.71,86.83,87
,,124.6,95.48,86.74,87
,,124.4,99.77,86.55,87
,,124.26,99.18,86.65,87
,,124.23,95.79,86.71,87
,,124.22,98.28,86.71,87
,,124.28,100.11,86.87,87
,,124.49,96.94,86.51,87
,,124.59,96.39,86.67,87
,,124.9,100.29,86.75,87
,,125.07,98.2,86.99,87
,,125.18,95.32,86.91,87
,,125.45,99.49,86.55,87
,,125.36,99.28,86.7,87
,,124.78,95.87,86.86,87
,,125.9,98,87.52,87
,,127.51,100.2,87.69,87
,,127.88,97.31,87.4,87
,,127.47,96,86.9,87
,,126.85,100.21,87.03,87
,,126.57,98.72,87.13,87
353.2620474,133.81,124.44,95.16,83.12,87
300.1099662,123.08,118.9,99.26,80.58,87
287.21745,118.77,114.72,98.67,80.26,87
313.7750847,123.62,113.95,96.21,83.88,87
345.5364322,134,118.54,99.2,85.74,87
,,124.57,98.8,86.64,87
,,127.42,96.29,86.29,87
,,127.29,97.93,86.07,87
,,126.35,99.82,86.07,87
,,125.72,97.5,86.21,87
,,125.56,95.92,86.18,87
,,125.66,100.01,86.32,87
,,125.64,98.6,86.3,87
,,125.71,95.45,85.98,87
,,125.87,99.72,86.14,87
,,126.16,98.7,86.66,87
,,127.01,95.68,86.79,87
,,127.99,99.06,87.14,87
,,128.75,99.49,87.19,87
,,129.14,94.9,87.25,87
,,129.29,98.5,87.31,87
,,129.42,98.4,87.36,87
,,129.35,94.83,87.55,87
259.59,,128.35,97.12,85.97,87
241.76,134.42,124.68,98.26,84.51,87
342.9941641,131.95,121.7,95.81,85.11,87
,,123.66,97.48,86.43,87
,,126.19,98.46,86.56,87
,,127.7,96.1,86.32,87
,,127.71,96.2,85.97,87
,,126.11,98.5,85.69,87
,,126.21,96.47,86.43,87
,,127.8,95.74,86.55,87
,,129.37,98.12,87.55,87
,,130.5,97.58,86.47,87
,,132.13,96.01,88.15,80
,,,96.52,88.29,80
,,,98.27,88.84,80
,,,97.21,87.66,80
,,133.72,95.79,87.39,80
,,128.34,96.59,84.1,80
283.7099235,127.71,122.39,97.95,82.6,80
276.3921239,123.64,118.23,96.26,81.57,80
263.8251391,121.64,115.78,98.59,80.87,80
263.1505098,120.81,114.53,98.36,80.22,80
266.4850496,120.53,113.93,97.45,79.49,80
262.5516686,120.43,113.66,98.67,79.51,80
266.2426559,120.42,113.44,97.85,78.89,80
266.6549914,120.4,113.43,97.88,78.49,80
267.6151587,120.57,113.44,98.09,77.94,80
268.8100767,120.67,113.46,97.86,77.92,80
268.8817126,120.66,113.41,97.89,77.82,80
269.3331783,120.85,113.5,98.1,77.61,80
270.0953837,120.73,113.5,97.82,77.29,80
269.8243158,120.86,113.5,98.18,77.14,80
270.5264269,120.89,113.41,98.09,77.03,80
270.7641704,120.89,113.41,97.98,77.1,80
270.4338603,120.85,113.42,98.03,77.08,80
271.7036264,120.86,113.35,97.76,76.88,80
271.2097049,120.99,113.46,98.06,76.91,80
271.0600809,120.97,113.4,98.06,77,80
270.3814013,120.75,113.28,98.07,76.83,80
271.2221577,120.97,113.34,98.09,76.88,80
271.3271561,120.91,113.36,97.95,76.89,80
270.6702971,120.9,113.32,98.23,76.75,80
271.6090844,120.88,113.37,97.87,76.76,80
271.950261,120.93,113.4,97.91,76.58,80
271.734333,120.96,113.32,98.06,76.58,80
272.3031055,120.89,113.33,97.74,76.63,80
271.0356456,120.85,113.27,98.07,76.72,80
271.0472597,120.87,113.32,98.19,76.48,80
271.4675144,120.93,113.3,97.98,76.85,80
271.0523187,120.93,113.28,98.17,76.75,80
271.0847451,120.89,113.33,98.01,76.89,80
272.0272587,120.91,113.3,97.83,76.72,80
271.7952208,120.96,113.36,97.9,76.84,80
271.9537876,121.1,113.44,97.97,76.97,80
273.4504419,121.38,113.59,97.89,76.9,80
274.3111399,121.79,113.92,98.15,76.81,80
274.5625769,121.92,114.08,98.06,77.11,80
274.4346876,121.86,114.14,98.04,76.99,80
274.2474216,121.92,114.19,98.12,77.1,80
274.5938639,121.83,114.19,97.94,76.95,80
275.4172396,121.88,114.18,97.77,76.92,80
274.3347305,121.85,114.12,98.07,76.98,80
273.7586619,121.74,114.15,98.13,76.86,80
274.7490433,121.71,114.14,97.73,76.94,80
272.8523772,121.59,114.06,98.2,76.92,80
272.9091096,121.56,113.92,98.09,77.14,80
274.2737903,121.83,114.09,97.91,77.32,80
276.0019995,122.19,114.32,97.85,77.24,80
276.5434538,122.58,114.57,98.14,77.31,80
278.0571992,122.84,114.8,97.89,77.45,80
277.0183246,122.71,114.83,98.04,77.39,80
275.7849398,122.6,114.83,98.23,77.47,80
276.3511716,122.46,114.75,97.85,77.5,80
276.0043264,122.52,114.79,98,77.58,80
276.5457016,122.7,114.85,98.05,77.64,80
277.0557791,122.67,114.81,97.87,77.61,80
276.9322225,122.53,114.87,97.72,77.5,80
274.6059123,122.35,114.72,98.18,77.66,80
274.2992931,122.08,114.51,98.04,77.47,80
274.0230457,121.91,114.4,97.96,77.37,80
275.0055044,122.06,114.31,97.97,77.25,80
274.2804091,122.04,114.35,98.18,77.2,80
274.9493139,122.03,114.32,97.89,77.35,80
274.833698,121.93,114.33,97.83,77.22,80
274.3445091,121.96,114.35,97.95,77.38,80
274.2580561,122.08,114.38,98.17,77.34,80
275.2474604,122.12,114.3,97.97,77.29,80
275.3640947,122.18,114.32,98.05,77.22,80
274.7549881,122.25,114.38,98.23,77.43,80
276.028263,122.3,114.39,97.93,77.35,80
277.0385227,122.44,114.38,97.82,77.36,80
276.1979948,122.41,114.51,97.99,77.36,80
276.3917483,122.42,114.45,98.03,77.23,80
277.4876813,122.45,114.43,97.75,77.19,80
275.6247525,122.3,114.4,98.17,77.11,80
276.1181156,122.35,114.46,98.02,77.2,80
276.7960639,122.44,114.53,98.02,76.97,80
276.3012044,122.45,114.51,98.18,77.02,80
278.0918801,122.43,114.52,97.69,76.76,80
275.7728105,122.01,114.5,97.93,76.48,80
265.7695173,118.66,113.3,98.1,73.07,80
241.9779007,111.06,109.97,97.67,68.34,80
228.3375076,106.62,107.02,98.01,65.05,80
,,,97.7,62.41,80
,,,97.91,60.3,80
,,,98.03,58.47,80
,,,98.02,56.94,80
,,,97.64,55.59,80
,,,97.89,65.28,80
,106.7,,97.86,69,80
251.6085491,113.25,106.66,98.23,70.7,80
274.8959024,119.42,110.64,98.1,71.71,80
291.4961562,123.97,113.46,98.24,72.45,80
296.8950332,125.71,115.01,98.16,73.24,80
299.8203841,126.35,115.71,97.82,73.43,80
298.3106123,126.36,116.01,98.03,73.78,80
295.8581516,126.01,116.17,98.07,74.08,80
294.1755294,125.47,116.13,97.78,74.11,80
289.180502,124.68,115.9,98.12,74.42,80
285.8538892,123.99,115.52,98.13,74.75,80
288.7757886,124.97,115.74,98.06,75.91,80
296.5175373,127.2,116.89,98.08,76.85,80
300.541914,128.43,117.92,98.14,77.08,80
301.5045954,128.9,118.56,98.12,77.43,80
300.8579872,128.67,118.78,97.78,77.64,80
287.1426189,125.02,117.47,97.9,75.98,80
274.1092826,121.8,115.52,98.1,75.66,80
270.091618,120.28,114.22,97.76,75.31,80
264.2088374,119.16,113.55,98.19,75.35,80
264.6272142,118.94,113.07,97.96,75.26,80
264.3509063,118.9,112.9,97.95,75.49,80
264.3741514,118.86,112.79,98.06,75.21,80
264.7433044,118.85,112.68,98.1,74.94,80
266.8904603,118.78,112.56,97.8,73.99,80
270.7268114,118.89,112.58,98,71.3,80
276.2493097,119.08,112.54,97.8,68.62,80
265.61,119.5,112.52,97.87,66.47,80
229.26,119.7,112.54,97.98,64.49,80
287.8337439,120.09,112.56,97.95,63.7,80
288.3327721,120.13,112.74,98.05,63.12,80
287.9267219,120.08,112.76,98.1,63.11,80
287.1565856,119.61,112.61,98.05,62.34,80
285.1507523,118.96,112.49,97.97,61.86,80
283.9972528,118.64,111.98,98.02,61.95,80
283.6543953,118.56,111.54,98.06,62.23,80
283.9649331,118.55,111.17,98.02,62.4,80
283.9033617,118.5,111.06,97.99,62.44,80
283.5795476,118.51,110.87,98.01,62.82,80
281.8926365,118.25,110.73,98.05,63.16,80
281.4484779,118.33,110.79,98.14,63.48,80
281.1871826,118.18,110.69,97.93,63.7,80
280.3024147,118.2,110.68,98.08,64.06,80
281.3208508,118.3,110.62,98.05,63.81,80
281.384239,118.45,110.8,98.01,64.18,80
280.0737569,118.3,110.76,97.99,64.66,80
278.2759501,118.12,110.64,98.11,65.15,80
279.1239764,118.36,110.81,97.87,65.71,80
276.9776146,118.17,110.76,98.01,66.3,80
275.1922888,117.96,110.77,98.11,66.61,80
274.4511848,117.69,110.63,98,66.59,80
270.7036578,116.91,110.46,97.97,66.81,80
267.6735455,116.49,110.26,98.06,67.49,80
268.3001027,116.75,110.47,98.01,67.83,80
268.0333423,116.75,110.63,98,67.89,80
265.5531366,116.33,110.51,98.04,68.23,80
263.6901464,115.91,110.18,97.96,68.59,80
262.9976448,115.86,110.07,98.11,68.68,80
262.7135133,115.88,110.14,97.98,69.15,80
263.312521,116.07,110.12,97.98,69.38,80
262.8536977,116.1,110.14,98,69.73,80
263.944034,116.53,110.5,98,70.07,80
264.0723533,116.69,110.71,98.07,70.17,80
261.8722007,116.21,110.51,97.97,70.49,80
258.6148036,115.49,110.07,98.06,70.56,80
256.7286798,114.91,109.62,97.8,70.9,80
254.1808691,114.52,109.14,98.07,71.22,80
253.6891493,114.38,108.82,97.91,71.72,80
252.8615721,114.28,108.6,98.03,71.9,80
253.0659902,114.3,108.59,97.89,72.13,80
252.5647031,114.42,108.6,98.11,72.39,80
252.5846367,114.38,108.66,98.04,72.34,80
252.1354871,114.33,108.69,98,72.54,80
252.6745099,114.52,108.83,97.89,72.9,80
253.2018517,114.87,109,98.09,73.11,80
254.228512,115.09,109.3,97.92,73.22,80
253.5756448,115.09,109.36,98.02,73.4,80
253.3249088,115.15,109.48,97.92,73.87,80
252.9600992,115.38,109.58,98.1,74.4,80
253.1663645,115.52,109.84,98.05,74.59,80
253.512604,115.7,109.98,98.02,74.88,80
253.673552,115.86,110.06,98.03,75.2,80
253.0391932,115.76,110.04,98.06,75.26,80
251.7334801,115.34,109.98,97.89,75.19,80
250.7187594,115.19,109.77,98.06,75.22,80
252.2836059,115.3,109.67,97.81,75.13,80
252.1852594,115.47,109.82,98.07,75.07,80
253.2804367,115.74,109.88,98.09,75.11,80
253.2744886,115.73,110.05,98.09,74.93,80
252.9326796,115.54,109.93,97.9,75.05,80
253.1210509,115.71,109.97,98,75.23,80
254.7790794,116.18,110.32,98.03,75.26,80
254.4954162,116.28,110.57,98.09,75.43,80
255.351522,116.33,110.61,97.95,75.27,80
254.6234909,116.27,110.47,97.99,75.61,80
253.8732525,116.14,110.48,98.06,75.54,80
252.9750195,116.03,110.43,98.03,75.9,80
252.9625557,115.96,110.36,97.96,75.89,80
253.1183984,116.04,110.43,97.89,76.13,80
251.7824108,115.76,110.26,98.05,75.94,80
250.2760858,115.32,109.92,97.98,75.98,80
249.5284443,115.08,109.66,98.05,75.79,80
250.4664771,115.12,109.57,97.98,75.51,80
249.8054256,115.02,109.38,98.1,75.55,80
251.2063745,115.06,109.28,97.88,75.28,80
250.6223242,114.97,109.31,98.04,75.02,80
251.3213775,114.95,109.19,97.91,74.86,80
251.0882314,114.91,109.18,98.07,74.56,80
251.8945992,114.97,109.2,97.97,74.4,80
251.180321,114.89,109.18,98.09,74.39,80
252.8252887,114.98,109.07,98.02,73.81,80
253.4081708,115.09,109.18,98.06,73.59,80
257.0274426,115.75,109.51,97.84,73.45,80
258.1383519,116.3,110.06,98.01,73.64,80
259.3183317,116.52,110.31,98.03,73.29,80
257.9647767,116.32,110.33,98.13,73.33,80
258.2524976,116.32,110.23,97.88,73.75,80
259.0557522,116.64,110.32,98.04,73.83,80
261.249443,117.32,110.79,98.01,74.2,80
262.0556674,117.6,111.07,98.06,74.21,80
262.1368348,117.36,111,97.82,73.94,80
259.3257319,116.76,110.75,97.99,73.76,80
258.0010788,116.3,110.3,98.1,73.33,80
257.3905059,116.18,110.1,98.12,73.49,80
258.6681425,116.27,110.1,97.88,73.42,80
258.6983659,116.31,110.14,97.92,73.41,80
258.0407923,116.19,110,98.02,73.38,80
257.4365396,116.13,109.99,98.06,73.52,80
258.1769423,116.12,109.94,97.95,73.26,80
256.9931442,115.89,109.85,98,73.29,80
257.5084301,116.09,109.84,98.1,73.39,80
258.2466349,116.15,109.87,98.07,73.12,80
259.007036,116.27,109.99,97.95,73.14,80
258.9137217,116.22,109.99,97.86,73.23,80
258.8624675,116.22,110.01,98.02,72.91,80
258.5709929,116.21,110.04,98.01,73.07,80
258.1782843,116.19,109.97,98.05,73.25,80
258.0276311,116.1,109.96,98.03,73.11,80
257.9165131,116.09,109.89,98.08,73.11,80
258.307256,116.17,109.88,97.93,73.43,80
259.5987044,116.5,110.08,98.02,73.26,80
261.1983939,116.79,110.39,97.94,73.01,80
261.5382213,117.04,110.58,98.08,73.13,80
262.6163777,117.18,110.8,97.96,72.91,80
261.8534769,117.22,110.87,98.12,73.16,80
261.6748133,117.08,110.92,98.03,72.97,80
261.8258815,117.11,110.86,98.11,72.85,80
261.6208609,116.9,110.8,97.81,72.99,80
261.1847035,116.89,110.87,97.92,72.96,80
261.7553271,117.02,110.78,98.07,72.76,80
261.1867461,116.93,110.76,98.08,72.85,80
261.518768,116.98,110.76,97.96,73.04,80
260.8001062,116.76,110.8,97.92,72.86,80
259.9268092,116.63,110.71,98.11,72.71,80
259.9525317,116.53,110.78,97.96,72.62,80
259.187696,116.16,110.42,98,72.17,80
257.4181476,115.67,110.14,97.86,72.32,80
257.1338393,115.5,109.91,97.99,71.89,80
256.7302727,115.31,109.62,98.02,71.74,80
255.7323793,115.21,109.51,98.12,71.98,80
256.416842,115.17,109.38,97.93,71.9,80
255.8075212,115.09,109.33,98.1,71.74,80
256.4715731,115.13,109.31,97.88,71.9,80
255.6616605,115.08,109.25,98.08,71.92,80
256.4786611,115.07,109.19,97.94,71.68,80
255.8448493,115.09,109.2,98.01,72.02,80
256.6653154,115.15,109.22,97.82,72.04,80
255.6210238,115.05,109.17,98.09,71.9,80
255.9855966,114.98,109.13,97.99,71.67,80
256.5760355,115.15,109.13,98.11,71.57,80
258.5341175,115.53,109.45,97.85,71.74,80
259.2176662,115.87,109.75,98.1,71.59,80
260.1189888,116.11,109.96,98.03,71.72,80
259.7343202,116.1,110.07,98.04,71.83,80
259.7355642,115.91,110.01,97.88,71.6,80
258.9808016,115.83,109.96,98.04,71.56,80
258.6930173,115.72,109.88,97.93,71.7,80
258.3717723,115.69,109.87,98.02,71.64,80
258.289747,115.75,109.87,97.94,72.06,80
258.234503,115.68,109.83,98.08,71.61,80
258.6662894,115.79,109.85,97.96,71.91,80
258.1463034,116,109.98,98.08,72.58,80
268.9864688,119.12,111.56,97.93,74.29,80
284.0665432,123.62,114.4,98.1,75.82,80
291.8446763,126.06,116.55,98.02,76.74,80
299.7116378,128.21,117.89,97.99,77.27,80
291.8153724,126.25,117.6,98.06,76.36,80
275.2599523,121.85,115.7,98.1,74.88,80
265.4278118,118.94,113.78,97.8,74.42,80
259.32842,117.31,112.41,98.02,74.01,80
256.9202435,116.54,111.63,98.13,73.6,80
,115.97,111.13,98.02,73.19,
,115.54,110.59,98.07,73.18,
,115.41,110.36,97.8,72.86,
,115.39,110.27,97.98,72.56,
,115.27,110.15,97.99,72.68,
,115.25,110.01,98,72.41,
,115.36,109.97,97.82,72.08,
,115.47,110.05,98.13,72.04,
,115.59,110.09,97.94,72.08,
,115.82,110.35,98.06,72.09,
,116.1,110.41,97.98,72.16,
,116.23,110.6,98.11,72.25,
,116.18,110.53,97.93,72.24,
,115.94,110.43,98.06,71.85,
,115.57,110.17,97.8,71.8,
,115.4,110.01,98.06,71.72,
,115.37,109.99,97.99,71.76,
,115.34,109.97,98.06,71.6,
,115.48,109.96,97.94,71.6,
,115.5,109.96,97.96,71.35,
,115.46,110.01,98.1,71.09,
,115.4,109.93,98.09,71.18,
,115.46,109.98,97.96,71.15,
,115.48,109.97,97.92,71.06,
,115.47,109.92,98.03,71.28,
,115.47,109.96,98.13,71.1,
,115.46,109.93,97.87,71.11,
,115.45,109.96,97.99,71.28,
,115.45,109.96,98.06,71.05,
,115.4,109.9,98.06,71.32,
,115.26,109.8,97.89,71.39,
,115.15,109.71,98.01,71.52,
,115.32,109.84,98.07,71.3,
,115.54,109.93,98.1,71.22,
,115.45,109.94,97.88,71.12,
,115.37,109.9,98.02,71.1,
,115.32,109.82,98.07,71.26,
,115.41,109.89,98.09,71.19,
,115.34,109.79,97.86,71.24,
,115.29,109.83,97.95,71.14,
,115.31,109.77,98.04,71.24,
,115.38,109.85,98.04,71.07,
,115.36,109.8,98.06,71.03,
,115.26,109.81,97.98,71.03,
,115.31,109.81,98.06,71.19,
,115.41,109.85,97.9,71.08,
,115.39,109.86,98.06,71.14,
,115.28,109.81,97.98,71.03,
,115.34,109.89,98.06,71.15,
,115.3,109.83,97.88,71.34,
,115.36,109.79,97.97,71.15,
,115.32,109.81,98.02,71.26,
,115.28,109.8,98.06,71.46,
,115.32,109.81,98.1,71.39,
,115.32,109.82,97.91,71.12,
,115.3,109.79,98.11,71.04,
,115.22,109.73,97.85,71.34,
,115.32,109.77,98.01,71.2,
,115.25,109.82,98.01,71.18,
,115.35,109.74,97.99,71.41,
,115.16,109.76,98.02,71.09,
,115.18,109.74,97.96,71.07,
,115.17,109.74,98.14,71.32,
,115.29,109.74,97.86,71.04,
,115.12,109.69,98.08,71.12,
,115.21,109.75,98.06,71.2,
,115.36,109.69,97.98,70.98,
,115.26,109.74,98.04,71.29,
,115.08,109.67,97.89,71.17,
,115.18,109.71,98.05,71.18,
,115.13,109.6,97.78,71.34,
,114.94,109.49,98.13,71.27,
,114.94,109.42,97.98,71.28,
,114.91,109.42,98.11,71.45,
,114.78,109.35,97.85,71.16,
,114.51,109.17,98.08,71.12,
,114.18,108.81,98.02,71.18,
,114.1,108.66,98.09,71.08,
,114.04,108.6,97.86,71.06,
,114.03,108.5,97.97,71.17,
,113.83,108.42,98.01,70.95,
,113.64,108.23,98.06,70.89,
,113.58,108.11,97.92,71.07,
,113.6,108.13,97.98,71.15,
,113.82,108.09,98.16,71.11,
,114.35,108.51,98.01,71.13,
,114.81,108.92,97.98,71.47,
,115.28,109.42,97.89,71.25,
,115.72,109.73,98.03,71.53,
,115.77,110.05,97.95,71.6,
,115.76,110.08,98.02,71.83,
,115.5,110.06,98.02,71.7,
,115.29,109.88,98.19,71.83,
,115.38,109.86,97.71,72.05,
,115.39,109.97,98.01,72.05,
,115.3,109.89,98.11,72.21,
,115.31,109.83,98.14,72.33,
,115.39,109.93,97.94,72.5,
,115.6,110.04,97.9,72.46,
,115.56,110.05,97.93,72.71,
,115.58,110.15,98.08,73.05,
,115.51,110.1,98.05,72.99,
,115.54,110.19,97.9,73.26,
,115.57,110.16,98.04,73.55,
,115.84,110.29,97.83,73.71,
,115.87,110.35,98.02,73.75,
,115.71,110.29,97.99,73.56,
,115.41,110.2,98.1,73.34,
,115.25,110,97.93,73.39,
,115.48,110.02,97.94,73.38,
,115.81,110.35,98.02,73.62,
,115.95,110.48,98.11,73.93,
,115.75,110.41,98.04,73.88,
,115.33,110.12,97.96,73.82,
,114.79,109.84,98,73.89,
,114.7,109.52,97.94,73.9,
,114.8,109.44,98.13,73.83,
,114.81,109.41,97.97,74.05,
,115.13,109.49,98.03,73.95,
,115.1,109.62,97.91,73.85,
,115.04,109.63,98.07,73.86,
,115.08,109.64,98.01,74.25,
,115.14,109.71,98.02,74.5,
,115.31,109.67,97.81,74.57,
,115.39,109.89,97.99,74.81,
,115.39,109.89,97.97,75.11,
,115.12,109.81,98.16,75.16,
,114.98,109.68,97.76,74.89,
,115.44,109.91,98.04,74.69,
,115.68,110.18,98.03,74.7,
,115.46,110.12,98.08,74.98,
,115.71,110.16,97.95,75.16,
,116.01,110.47,97.99,75.32,
,116.23,110.7,97.94,75.34,
,116.15,110.65,98.09,75.32,
,115.89,110.63,97.89,75.49,
,115.63,110.44,98.08,75.53,
,115.48,110.25,98.03,75.63,
,115.66,110.37,98.05,75.88,
,115.9,110.55,97.8,75.92,
,115.65,110.44,98.01,76.25,
,115.25,110.15,98.03,75.97,
,114.98,109.84,98.03,76.07,
,115.12,109.77,97.89,76.17,
,115.68,110.14,98.09,76.29,
,116.11,110.53,98.05,76.3,
,110.84,108.42,97.97,64.5,
,106.58,106.43,97.89,57.93,
,,,97.63,55.84,
,,,94.5,53.76,
,,,,52.59,
,,,,51.97,
,,,,51.77,
,,,,51.99,
,,,,52.24,
,,,,52.65,
,,,,53.67,
,,,,53.76,
,,,,53.29,
,,,,53.16,
,,,,53.05,
,,,,53.05,
,,,,53.07,
,,,,53.16,
,,,,53.18,
,,,,53.11,
,,,,53.11,
,,,,53.2,
,,,,53.11,
,,,,52.85,
,,,,52.52,
,,,,52.31,
,,,,52.24,
,,,,52.02,
,,,,51.67,
,,,,51.49,
,,,,51.25,
,,,,50.82,
,,,,50.67,
,,,,50.55,
,,,,50.39,
,,,,50.42,
,,,,50.46,
,,,,50.16,
,,,,49.76,
,,,,49.16,
,,,,48.65,
,,,,48.17,
,,,,47.77,
,,,,47.39,
,,,,47.12,
,,,,47.05,
,,,,47,
,,,,46.25,
,,,,46.37,
,,,,47.24,
,,,,48.01,
,,,,48.51,
,,,,48.82,
,,,,48.84,
,,,,48.94,
,,,,49.09,
,,,,49.2,
,,,,49.31,
,,,,49.45,
,,,,49.55,
,,,,49.54,
,,,,49.56,
,,,,49.57,
,,,,49.59,
,,,,49.53,
,,,,49.46,
,,,,49.03,
,,,,48.51,
,,,,48.05,
,,,,47.49,
,,,,47.01,
,,,,46.57,
,,,,46.36,
,,,,46.15,
,,,,46.02,
,,,,45.87,
,,,,45.77,
,,,,45.61,
,,,,45.51,
,,,,45.44,
,,,,45.36,
,,,,45.37,
,,,,45.11,
,,,,45.11,
,,,,45.07,
,,,,45,
,,,,45.06,
,,,,45.31,
,,,,45.41,
,,,,45.59,
,,,,45.75,
,,,,45.83,
,,,,45.79,
,,,,45.71,
,,,,45.68,
,,,,45.59,
,,,,45.62,
,,,,45.69,
,,,,45.51,
,,,,45.38,
,,,,45.21,
,,,,45.02,
,,,,44.74,
,,,,44.57,
,,,,44.37,
,,,,44.3,
,,,,44.16,
,,,,43.9,
,,,,43.77,
,,,,43.51,
,,,,43.36,
,,,,43.23,
,,,,43.2,
,,,,42.98,
,,,,42.83,
,,,,42.36,
,,,,41.89,
,,,,41.42,
