GrouP28,,,,,
P1,P2,P3,P4,P5,PC
,,,97.39,57.34,83
,,,97.43,57.34,83
,,,97.44,57.55,83
,,,97.42,57.61,83
,,,97.39,57.73,83
,,,97.38,57.83,83
,,,97.33,57.91,83
,,,97.33,58.06,83
,,,97.32,58.24,83
,,,97.29,58.51,83
,,,97.29,58.61,83
,,,97.29,58.69,83
,,,97.26,58.84,83
,,,97.25,59.04,83
,,,97.2,59.32,83
,,,97.19,59.52,83
,,,97.21,59.75,83
,,,97.12,59.74,83
,,,97.09,59.97,83
,,,97.08,59.86,83
,,,97.08,59.73,83
,,,97.12,59.67,83
,,,97.1,59.91,83
,,,97.13,60.13,83
,,,97.13,60.26,83
,,,97.12,60.33,83
,,,97.15,60.44,83
,,,97.2,60.51,83
,,,97.19,60.6,83
,,,97.23,60.56,83
,,,97.26,60.65,83
,,,97.3,60.83,83
,,,97.28,60.84,83
,,,97.31,60.87,83
,,,97.32,60.88,83
,,,97.37,60.84,83
,,,97.42,61.1,83
,,,97.47,61.56,83
,,,97.47,62.01,83
,,,97.48,62.37,83
,,,97.5,62.61,83
,,,97.53,62.88,83
,,,97.54,63.1,83
,,,97.57,63.17,83
,,,97.67,63.47,83
,,,97.66,63.62,83
,,,97.7,63.83,83
,,,97.72,64.09,83
,,,97.69,64.39,83
,,,97.69,64.64,83
,,,97.64,64.8,83
,,,97.58,64.87,83
,,,97.61,64.75,83
,,,97.42,64.64,83
,,,97.26,64.76,83
,,,97.22,65.08,83
,,,97.53,65.81,83
,,,97.6,71.01,83
,,,97.5,72.65,83
,107.61,,97.76,73.44,83
250.0531222,110.51,105.6,97.98,74.53,83
256.7416386,112.43,107.51,97.61,75.32,83
257.8340371,113.82,108.72,98.57,76.01,83
263.1905006,115.08,109.57,98.18,76.54,83
266.1805769,115.66,110.16,97.73,76.82,83
265.1999372,115.83,110.34,98.21,76.87,83
263.347221,115.3,110.07,97.95,77.19,83
259.7005789,114.5,109.53,97.88,77.69,83
256.9116332,113.88,108.93,97.97,77.91,83
256.2558655,113.67,108.51,98.02,77.94,83
211.51,114.1,108.67,97.98,78.07,83
215.96,114.59,109.04,98.03,78.4,83
208.82,114.78,109.43,98,78.39,83
213.4,114.35,109.32,97.96,78.36,83
220.34,113.8,109.06,97.97,78.46,83
232.75,113.75,108.82,98.08,78.37,83
235.37,114.23,109.07,98.01,78.63,83
235.59,114.63,109.47,98,78.49,83
235.08,114.45,109.52,97.99,78.26,83
241.06,113.95,109.22,97.95,77.88,83
250.64,113.75,108.92,98.01,77.7,83
249.64,114.57,109.2,98.06,77.98,83
243.75,115.24,109.78,98.07,77.88,83
244.07,115.26,110.09,98.09,77.75,83
252.78,115.17,110.1,98.07,77.71,83
260.39,115.71,110.5,98.09,77.39,83
263.68,116.26,111,98.06,77.13,83
263.28,116.38,111.31,98.08,77.05,83
264.58,116.22,111.29,98.04,76.82,83
268.82,116.09,111.38,98.08,76.65,83
267.29,116.25,111.43,98.06,76.31,83
266.3,115.99,111.33,98.06,76.18,83
268.52,115.75,111.21,98.05,76.08,83
268.57,115.83,111.08,97.99,76.18,83
271.19,115.96,111.16,97.95,75.83,83
271.84,115.96,111.18,97.96,75.84,83
271.63,115.68,110.98,98.03,75.62,83
274.51,115.41,110.76,98.03,75.09,83
277.08,115.05,110.42,98.06,75.31,83
278.08,114.93,110.13,98.05,74.99,83
281.94,114.82,110.04,98.06,74.91,83
281.9,114.94,110.02,98.03,75.05,83
285.89,114.97,109.95,98.04,74.86,83
285.04,115.03,110,98.05,74.7,83
282.46,114.99,109.98,98.09,74.62,83
282.66,114.92,109.9,98.06,74.59,83
280.99,114.92,109.94,98.06,73.92,83
284.73,114.75,109.86,98.04,74.29,83
289.78,114.82,109.79,98.06,74.16,83
295.25,114.92,109.76,98.02,74.38,83
299.98,115.43,110.07,98.04,74.45,83
299.04,116.16,110.6,98.01,74.77,83
271.3017551,116.62,111.22,98.04,74.87,83
272.8084989,117.17,111.8,98.06,75.08,83
273.7902668,117.62,112.26,98.06,75.47,83
274.1491438,117.77,112.57,98.05,75.46,83
273.8390606,117.76,112.71,97.99,75.64,83
298.77,117.61,112.73,97.98,75.76,83
299.15,117.53,112.64,98.06,75.54,83
272.5094088,117.64,112.74,98.05,76,83
299.34,117.65,112.94,97.99,76.17,83
292.78,117.76,112.89,98.03,76.34,83
291.66,117.58,112.62,98.06,75.73,83
282.81,117.09,112.41,97.96,75.89,83
278.4,116.56,111.97,97.96,75.87,83
276.66,116.31,111.64,97.91,76.21,83
276.75,116.16,111.41,97.96,75.79,83
276.62,116.07,111.32,98,75.73,83
272.7,115.98,111.23,98.01,75.27,83
274.15,115.88,111.03,97.99,75.79,83
275.75,115.88,111.01,97.96,75.94,83
275.04,116.41,111.25,97.94,76.32,83
276.83,117.08,111.9,97.99,76.55,83
277.96,117.6,112.39,98.05,76.58,83
277.39,117.54,112.55,98.01,76.36,83
277.83,117.39,112.52,98.03,76.45,83
282.54,117.37,112.54,97.99,76.53,83
288.4,117.71,112.86,98.03,76.45,83
282.87,117.8,113.01,98,76.44,83
285.41,117.75,112.87,97.95,76.48,83
280.39,117.56,112.72,98,76.39,83
283.01,117.24,112.59,98.05,76.28,83
282.55,117.23,112.56,98.1,76.19,83
287.05,117.35,112.65,97.87,76.12,83
283.52,117.58,112.8,97.92,76.37,83
284.55,117.75,112.84,97.97,76.63,83
283.04,117.75,112.88,97.96,76.45,83
285.97,117.8,112.95,97.96,76.52,83
286.16,117.68,112.94,97.89,76.53,83
281.08,117.54,112.83,98,76.23,83
280.13,117.44,112.77,97.97,75.95,83
285.75,117.41,112.7,97.93,76.22,83
282.73,117.32,112.69,97.93,76.34,83
287.65,117.52,112.71,97.92,76.54,83
284.37,117.58,112.78,97.89,76.33,83
283.86,117.62,112.88,98.08,76.28,83
288.61,117.52,112.79,98,76.36,83
285.84,117.38,112.68,97.95,76.18,83
290.51,117.24,112.6,97.96,76.15,83
291.96,117.19,112.51,97.94,76.12,83
293.62,117.15,112.48,97.89,76.3,83
296.37,117.33,112.58,97.94,76.25,83
271.237105,117.42,112.7,97.99,76.31,83
298.33,117.47,112.83,97.97,76.26,83
297.4,117.53,112.9,98.05,75.89,83
297.14,117.62,112.81,97.95,76.04,83
296.83,117.68,112.95,97.98,75.81,83
296.88,117.73,112.98,97.87,75.71,83
272.9286484,117.77,113.01,97.94,76.13,83
273.3962042,117.78,113.05,97.93,75.83,83
294.98,117.75,112.93,97.99,75.9,83
293.88,117.59,112.89,98.03,75.6,83
261.6747593,117.36,112.71,98.04,75.68,81
296.34,117.46,112.73,98.08,76.02,81
295.98,117.29,112.71,98.05,75.89,81
261.5326863,117.28,112.71,98,75.6,81
299.02,117.5,112.73,97.99,75.57,81
262.2588988,117.54,112.89,97.94,75.92,81
263.5368382,117.75,112.95,97.96,75.64,81
263.3701752,117.78,113.05,97.98,75.72,81
299.97,117.68,112.99,98.02,75.61,81
262.9395375,117.48,112.73,98.07,75.13,81
262.5232121,117.43,112.68,98.02,75.4,81
262.8021948,117.46,112.76,97.99,75.3,81
262.7533158,117.38,112.68,97.93,75.27,81
262.2620844,117.27,112.65,97.95,75.23,81
261.9787011,117.1,112.41,97.97,75.04,81
262.0918316,117.11,112.44,97.96,74.99,81
263.2188418,117.49,112.7,97.97,75.21,81
263.9567127,117.66,112.87,97.98,75.09,81
264.7368179,117.82,112.99,98.02,74.89,81
263.4558076,117.63,112.83,98.06,75.2,81
263.7226635,117.53,112.75,98,74.89,81
262.9328317,117.29,112.64,97.93,74.89,81
261.9682958,117.15,112.51,97.98,75.1,81
261.7413034,117,112.4,98.01,74.8,81
261.9410171,117.03,112.3,98.02,74.83,81
261.7535326,117.07,112.41,98.02,74.99,81
261.9921723,117.04,112.32,98.02,74.81,81
262.2914752,117.08,112.3,97.97,74.86,81
262.0129506,117.06,112.31,98.02,74.87,81
261.9665772,117.02,112.3,98.02,74.78,81
262.3578555,117.09,112.3,98.04,74.7,81
262.3895713,117.1,112.31,98.06,74.66,81
262.3219602,117.21,112.44,98.05,74.97,81
263.5576221,117.46,112.55,98.02,74.91,81
263.1987761,117.45,112.7,98,75.03,81
262.729146,117.32,112.64,97.99,75,81
261.9325932,117.12,112.49,98.02,74.96,81
262.4366922,117.25,112.49,98.03,75.02,81
263.9230546,117.61,112.78,97.98,75.03,81
264.3982531,117.82,113.03,97.97,75.19,81
264.3571032,117.88,113.16,97.95,75.34,81
264.5219412,117.81,113.01,97.98,75.07,81
263.415113,117.55,112.84,98.04,75,81
262.280673,117.3,112.7,98.05,75.06,81
262.3262207,117.23,112.52,98.06,74.94,81
262.262237,117.2,112.54,98.04,74.91,81
261.5410401,117.13,112.48,98,75.31,81
262.2872687,117.22,112.57,97.96,75.1,81
262.2569351,117.2,112.54,97.98,75.04,81
262.5174375,117.24,112.52,97.99,74.99,81
262.5142222,117.27,112.51,97.98,75.12,81
262.7084308,117.24,112.49,97.96,74.95,81
262.8118214,117.34,112.62,97.96,75.09,81
262.9160311,117.33,112.58,97.98,74.98,81
262.5091199,117.24,112.55,97.98,74.99,81
262.5443756,117.25,112.51,98.02,74.95,81
262.2704413,117.17,112.47,98.03,74.89,81
262.478187,117.17,112.41,98.05,74.76,81
262.7089901,117.27,112.49,98.03,74.9,81
262.2973444,117.15,112.44,98.06,74.77,81
262.2141046,117.21,112.53,98.08,74.9,81
261.8497644,117.15,112.52,98.09,74.94,81
262.420879,117.29,112.59,98.05,75.03,81
262.2559278,117.23,112.54,98.06,74.97,81
262.3075692,117.16,112.47,98.05,74.79,81
262.7020114,117.29,112.5,98.04,74.94,81
262.9044663,117.38,112.63,98.04,74.98,81
263.8086592,117.61,112.8,97.98,75.09,81
264.6922653,117.85,113.04,97.96,75.1,81
265.541517,117.94,113.16,97.95,74.73,81
264.8162592,117.82,113.06,97.96,74.9,81
264.3801269,117.67,112.9,97.96,74.85,81
264.3171224,117.6,112.94,97.95,74.65,81
264.8446465,117.83,113.02,97.95,74.97,81
264.7248462,117.87,113.09,98.04,74.93,81
264.5489346,117.8,113.13,98,74.87,81
264.0712065,117.61,112.98,97.99,74.73,81
263.2621035,117.4,112.76,97.91,74.96,81
263.70357,117.43,112.73,97.95,74.7,81
264.2459514,117.66,112.85,97.99,74.89,81
264.2773022,117.82,113.13,98,75.12,81
264.7128704,117.95,113.2,98.05,75.08,81
265.0793023,117.93,113.13,98.03,74.87,81
263.5198669,117.59,113.05,98.06,74.83,81
263.7923679,117.67,112.97,98.03,75.04,81
263.6387301,117.64,113.02,98.05,74.96,81
298.57,117.51,112.87,98.01,75.02,81
293.83,117.34,112.8,98.01,74.93,81
290.99,117.35,112.73,98.05,74.98,81
286.83,117.44,112.81,97.98,75.07,81
278.58,117.61,112.91,97.94,75.27,81
270.43,117.56,112.95,97.93,75.21,81
262.53,117.41,112.9,97.98,75.07,81
255.5,117.12,112.63,97.98,75.22,81
250.27,117.04,112.49,98.05,75.32,81
247.62,117.03,112.39,98.07,75.44,81
251.48,117.09,112.34,98.04,75.56,81
255.61,117.09,112.34,98.04,75.55,81
256.67,117.1,112.32,98.03,75.4,81
253.24,117.17,112.36,97.97,75.21,81
239.26,117.24,112.36,98,75.49,81
233.41,117.35,112.41,97.95,75.48,81
226.77,117.61,112.68,97.95,75.67,81
216.27,118.24,113.19,97.97,76.15,81
208.29,118.7,113.75,97.96,76.13,81
267.2454018,119,113.96,98,76.21,81
267.4744351,119.04,114.12,98.02,76,81
266.1966872,118.86,114.12,98.04,76.24,81
265.2184741,118.57,113.95,98.05,76.09,81
263.3351948,118.1,113.59,98.04,76.18,81
262.6582057,118.02,113.43,98.06,76.48,81
262.4125832,118.1,113.54,98.06,76.81,81
264.5225936,118.53,113.75,98.06,76.59,81
263.8273707,118.57,113.84,98.09,77.05,81
263.9286788,118.61,113.97,98.05,77.08,81
263.0828967,118.56,113.92,98.02,77.6,81
263.6246419,118.58,113.8,97.96,77.53,81
263.4820466,118.63,113.93,98,77.59,81
264.4573584,118.87,114.11,97.99,77.57,81
264.5381376,118.97,114.22,98.02,77.68,81
264.0320369,118.85,114.02,98.03,77.79,81
263.628824,118.7,114.02,97.89,77.87,81
204.81,118.45,113.86,97.91,78.05,81
211.92,118.49,113.75,97.94,78.21,81
224.14,118.47,113.74,98.02,78.2,81
231.44,118.5,113.71,97.96,78.44,81
233.54,118.27,113.64,98.03,78.32,81
235.52,117.86,113.32,97.93,78.64,81
243.67,117.78,113,98.02,78.71,81
248.75,117.86,112.98,97.98,78.98,81
247.06,118.26,113.29,97.96,78.86,81
242.36,118.29,113.44,98.02,78.76,81
241.41,117.74,113.18,97.91,78.81,81
243.79,117.28,112.81,97.98,78.72,81
249.53,117.21,112.62,97.98,78.23,81
255.93,117.21,112.58,98.01,78.22,81
256.92,117.25,112.55,98.04,78.1,81
257.04,117.34,112.61,97.99,78.03,81
261.26,117.41,112.62,98.02,77.99,81
267.19,117.52,112.58,98.09,77.81,81
269.87,117.59,112.61,97.94,77.83,81
261.97,117.68,112.74,98.06,77.94,81
259.14,117.75,112.71,98.1,78,81
256.59,117.87,112.8,97.99,78.2,81
253.24,117.87,112.95,98.08,78.76,81
252.66,117.84,112.93,98.03,78.66,81
255.43,117.81,112.89,98.08,78.22,81
256.92,117.83,112.9,98.06,77.98,81
252.3,117.66,112.73,98.01,78.1,81
246.49,117.41,112.61,98.1,78.16,81
249.82,117.56,112.5,98.06,77.97,81
247.03,117.52,112.51,98.06,77.95,81
248.56,117.61,112.57,98,78.15,81
246.71,117.89,112.69,97.95,78.37,81
248.77,118.02,112.98,97.96,78.35,81
246.38,117.93,112.91,97.91,78.28,81
240.55,117.04,112.43,97.97,78.2,81
235.41,116.17,111.67,97.99,78.49,81
236.55,116.19,111.3,97.9,78.58,81
235.3,116.74,111.5,97.99,78.78,81
232.77,117.34,111.94,97.98,78.88,81
228.03,116.92,112.01,97.93,79.07,81
234.76,116.33,111.58,97.95,78.85,81
236.43,116.34,111.31,97.94,79.08,81
232.78,116.62,111.47,97.96,79.42,81
232.9,116.88,111.58,97.9,79.15,81
233.14,116.83,111.67,98.01,79.14,81
234.09,116.83,111.73,98.08,79.08,81
236.55,115.72,111.72,98.02,79.01,81
240.42,115.61,111.86,97.96,78.89,81
245.33,115.61,111.97,97.89,78.84,81
287.38,115.69,112.12,98.03,79.19,81
253.9925763,117.34,113,98.06,80.54,81
262.861958,120.69,115.92,98.07,82.81,81
278.6644654,125.82,120.02,98.06,85.16,81
284.4918377,128.18,122.6,98.29,86.11,81
284.3776819,128.35,123.36,98.15,86.36,81
278.4640332,126.95,122.52,98.01,86.86,81
270.9225939,124.69,120.63,97.85,86.64,81
267.5153538,123.87,119.49,97.84,87.32,81
267.389683,123.84,119.05,97.93,87.51,81
268.9303096,124.09,118.94,97.98,87.27,81
269.5507852,124.36,119.17,97.92,87.65,81
268.9677659,124.28,119.19,97.9,87.81,81
268.3977566,124.08,118.98,97.83,87.88,81
270.4021086,124.85,119.32,97.97,88.43,81
273.8394154,125.73,120.19,97.94,88.25,81
273.6722162,125.83,120.61,97.9,88.4,81
275.1275877,126.07,120.85,97.89,88,81
276.4050769,126.31,120.96,97.85,87.9,81
276.2324905,126.58,121.39,97.99,88.22,81
279.8232547,127.55,122.34,97.94,88.2,81
280.2102783,127.98,123.11,97.97,88.59,81
277.7513574,127.45,123,97.99,88.59,81
273.6287383,126.27,122.01,97.97,88.47,81
271.8918637,125.7,121.12,98.02,88.48,81
273.1500738,125.93,120.98,98.01,88.52,81
277.4131935,126.99,121.71,97.98,88.49,81
278.4070076,127.4,122.37,98.01,88.5,81
279.9079508,127.69,122.85,97.89,88.25,81
286.47,125.63,122.19,97.76,86.69,81
263.58,118.08,118.21,97.74,84.03,81
240.44,114.98,114.83,98.03,82.43,81
244.38,113.61,112.32,97.93,81.18,81
241.09,114.29,111.55,98.01,80.21,81
234.92,114.4,111.29,97.98,79.51,81
234.66,114.42,111.27,97.96,79.21,81
235,114.64,111.44,97.95,78.97,81
228.36,114.86,111.49,97.95,78.37,81
207.92,114.08,111.19,97.93,77.23,81
240.8622771,112.11,109.95,97.89,75.49,81
233.1910128,109.73,108.25,97.99,74.25,81
231.3579251,108.7,106.93,97.93,73.44,81
236.8743212,105.81,105.12,97.88,61.98,81
,,,97.88,58.26,81
,,,98.23,54.84,81
,,,97.55,52.16,81
,,,94.07,51.01,81
,,,92.44,52,81
,,,90.81,51.61,81
,,,,51.1,81
,,,,51.1,81
,,,,51.47,81
,,,,51.81,81
,,,,52,81
,,,,52.03,81
,,,,51.94,81
,,,,51.75,81
,,,,51.62,81
,,,,51.47,81
,,,,51.23,81
,,,,51.23,81
,,,,51.24,81
,,,,51.21,81
,,,,51.22,81
,,,,51.23,81
,,,,51.16,81
,,,,51.01,81
,,,,50.96,81
,,,,50.79,81
,,,,50.74,81
,,,,50.59,81
,,,,50.56,81
,,,,50.43,81
,,,,50.42,81
,,,,50.39,81
,,,,50.32,81
,,,,50.4,81
,,,,50.34,81
,,,,50.22,81
,,,,50.26,81
,,,,50.2,81
,,,,50.06,81
,,,,49.95,81
,,,,49.85,81
,,,,49.8,81
,,,,49.71,81
,,,,49.73,81
,,,,49.66,81
,,,,49.47,81
,,,,49.35,81
,,,,49.2,81
,,,,49.2,81
,,,,49.11,81
,,,,49.05,81
,,,,48.96,81
,,,,48.87,81
,,,,48.63,81
,,,,48.41,81
,,,,48.32,81
,,,,48.2,81
,,,,47.98,81
,,,,47.92,81
,,,,47.78,81
,,,,45.31,81
,,,,45.22,81
,,,,45.05,81
293.64,,,,50.25,81
267.09,105.1,,,62.09,81
299.85,113.93,106.93,,67.26,81
,123.52,115.01,,69.42,81
,132.74,121.81,,71.65,81
,,125.08,,72.88,81
,,126.3,,74.72,81
,,126.44,,75.65,81
312.0874116,130.79,123.8,97.93,75.54,81
304.455527,126.86,120.26,95.47,76.25,81
297.2134151,126.41,118.7,97.05,77.77,81
298.0671255,126.36,118.59,98.05,78.43,82
298.9893809,126.38,119.08,97.5,78.59,82
298.4529586,126.43,119.57,97.42,78.85,82
288.6519066,126.18,120.17,99.74,79.28,82
288.4738995,125.53,120.2,98.75,79.34,82
287.6672759,123.33,119.08,96.23,79.02,82
273.1535253,120.91,117.34,98.11,78.59,82
262.504955,119.14,115.58,99.6,78.49,82
272.7419065,119.29,115.05,96.67,78.66,82
268.849304,118.66,114.69,97.27,78.31,82
259.2630572,118.2,114,99.76,78.7,82
270.334835,118.96,114.16,97.27,78.75,82
273.8454993,119.45,114.51,96.69,78.87,82
265.2048721,119.87,114.87,99.85,79.14,82
274.3526328,120.48,115.34,97.58,79.27,82
279.6151699,121.02,115.91,96.3,79.64,82
269.2176948,121.34,116.3,99.95,79.72,82
277.1304953,121.59,116.46,97.7,79.75,82
278.6491769,121.02,116.26,96.35,79.88,82
266.7904295,120.37,115.68,99.48,79.75,82
272.1877686,120.49,115.47,97.95,79.88,82
277.3071574,120.97,115.68,96.88,80.03,82
270.1551708,121.04,115.85,99.15,80.19,82
273.3970463,120.97,115.82,97.96,80.29,82
275.7702562,120.84,115.77,97.08,80.15,82
268.5095421,120.49,115.56,99,80.09,82
273.7903783,120.88,115.67,97.89,80.01,82
276.2441508,121.25,116.13,97.4,80.17,82
271.5267357,121.2,116.23,98.59,80.62,82
272.7649796,121.07,116.09,98.2,80.3,82
276.4675642,121.4,116.28,97.34,80.5,82
273.4947251,121.58,116.68,98.4,80.52,82
274.4719723,121.74,116.74,98.34,80.45,82
276.113448,121.7,116.86,97.74,80.36,82
274.9831059,121.66,116.89,97.85,80.74,82
273.6154366,121.67,116.86,98.41,80.55,82
274.1119245,121.49,116.71,97.93,80.77,82
274.5576835,121.52,116.73,97.9,80.61,82
273.8700798,121.33,116.65,97.8,80.74,82
272.5762021,121.21,116.43,98.22,80.54,82
272.165296,121.16,116.41,98.26,80.59,82
273.9688543,121.24,116.3,97.81,80.67,82
274.0471431,121.26,116.36,97.89,80.46,82
271.3117931,121.1,116.2,98.56,80.53,82
272.8263853,121.07,116.17,97.89,80.84,82
274.2262587,121.12,116.23,97.49,80.84,82
270.7955117,120.96,116.07,98.47,80.73,82
273.2094133,121.05,116.03,97.88,80.66,82
273.5407377,120.89,115.99,97.49,80.77,82
271.4125199,120.93,115.95,98.37,80.53,82
271.8121168,120.92,115.86,98.33,80.39,82
273.6679917,120.95,115.86,97.63,80.7,82
271.3554316,120.41,115.55,97.8,80.43,82
269.2695801,120.33,115.33,98.4,80.52,82
273.3949012,121.2,115.88,98.13,80.63,82
276.3333496,121.39,116.22,97.36,80.57,82
273.7789918,121.21,116.3,98.01,80.28,82
272.5472787,121.09,116.2,98.25,80.31,82
273.2711403,121.08,116.08,98.08,80.25,82
273.7931925,121.05,115.99,97.96,80.13,82
274.7201103,121.02,115.99,97.6,80.16,82
273.5508155,121.14,116.04,98.09,80.27,82
272.8832105,121.17,116.04,98.39,80.19,82
276.8844438,121.3,116.17,97.23,80.22,82
275.1350183,121.63,116.5,98.19,80.17,82
274.0825172,121.67,116.59,98.53,80.22,82
275.588832,121.56,116.54,97.79,80.44,82
275.5775349,121.51,116.56,97.76,80.33,82
274.4917785,121.53,116.52,98.13,80.39,82
274.2565406,121.57,116.59,98.3,80.26,82
275.5069784,121.58,116.6,97.86,80.36,82
276.740737,121.6,116.57,97.51,80.35,82
274.198097,121.63,116.55,98.31,80.51,82
274.2557138,121.54,116.46,98.38,80.11,82
274.7053041,121.32,116.32,97.83,80.37,82
274.7479855,121.23,116.17,97.84,80.16,82
273.1748003,121.15,116.09,98.22,80.24,82
273.1792341,121.09,116,98.14,80.29,82
275.0520469,121.24,116,97.72,80.39,82
275.7880003,121.62,116.25,97.87,80.59,82
276.524497,122.32,116.88,98.44,80.61,82
279.3353875,122.89,117.65,97.98,80.84,82
279.7371271,122.72,117.71,97.5,80.97,82
277.1248901,122.52,117.68,98.17,80.71,82
277.1492793,122.81,117.83,98.41,81,82
279.6443942,123.07,118.16,97.91,80.91,82
279.8478141,123.08,118.23,97.74,81.1,82
278.4885774,122.87,118.18,97.78,81.3,82
276.6604421,122.75,118.03,98.21,81.38,82
276.7306289,122.74,118.01,98.28,81.17,82
278.1181167,122.72,118.02,97.83,81.1,82
278.0817252,122.75,118,97.74,81.43,82
276.567265,122.67,117.9,98.1,81.53,82
279.7410008,123.99,118.86,98.39,82.21,82
277.9138829,123.42,119.02,97.84,82.61,82
283.235596,124.36,118.97,97.56,82.69,82
280.0891145,124.09,119.08,98.14,82.63,82
277.7510372,123.55,118.5,98.29,82.66,82
280.7629304,123.98,118.79,97.87,82.64,82
278.4571634,123.3,118.44,97.8,82.45,82
276.5798486,122.72,117.87,97.83,82.28,82
279.5618436,123.93,118.69,98.18,82.73,82
281.1843918,124.64,119.7,98.2,83,82
277.9339866,123.54,119.09,97.89,82.82,82
295.94,122.39,117.95,97.72,82.43,82
297.07,122.99,117.87,98.31,82.9,82
284.08,123.58,118.39,98.23,82.7,82
282.87,123.72,118.71,97.39,82.57,82
279.48,123.33,118.52,98.19,82.29,82
281.97,123.5,118.45,98.53,82.5,82
279.48,123.59,118.55,97.54,82.52,82
282.83,124.34,119.12,97.8,82.99,82
282.43,124.7,119.61,98.23,82.58,82
282.55,124.92,119.96,98.14,82.88,82
278.1,124.66,119.84,98.17,83.12,82
277.19,124.78,119.89,97.8,83.54,82
274.99,124.53,119.87,97.64,83.57,82
278.17,124.48,119.82,98.6,83.46,82
284.6,124.6,119.7,98.08,83.48,82
296.31,124.88,120.02,97.18,83.45,82
281.3889822,125.03,120.24,98.31,83.42,82
282.9414272,125.36,120.47,98.36,83.13,82
284.1115033,125.56,120.83,97.85,83.74,82
283.9137339,125.7,121.12,97.97,83.82,82
282.6861139,125.32,120.8,97.79,84.08,82
280.9000944,125.08,120.56,97.94,84.41,82
280.2767732,125.07,120.53,98.11,84.47,82
281.0715992,125.2,120.49,98.1,84.41,82
281.8238392,125.32,120.68,98.01,84.31,82
282.1259071,125.46,120.88,97.85,84.72,82
281.2140801,125.38,120.97,98.03,84.62,82
280.0832963,125.21,120.87,98.16,84.65,82
278.0944115,124.6,120.6,98.01,84.57,82
275.8056535,123.65,119.57,97.88,84.22,82
275.7962627,123.51,119.12,97.98,83.96,82
275.1251809,123.48,119.01,98.23,83.89,82
274.5498669,123.13,118.59,98.08,83.83,82
276.2192497,123.2,118.43,97.66,83.95,82
276.0322473,123.38,118.53,97.99,83.88,82
275.2160904,123.53,118.58,98.27,84.29,82
276.334746,123.75,118.74,98.12,84.42,82
280.1363526,124.5,119.17,97.81,84.55,82
282.9308935,125.29,120,97.68,84.76,82
283.868926,126.09,120.96,98.11,84.97,82
283.5199861,126.26,121.46,98.17,85.19,82
283.3628434,126.26,121.58,98.17,85.19,82
282.1476123,125.98,121.63,98.16,85.08,82
284.0794239,126.13,121.68,97.79,84.99,82
283.6671518,126.07,121.8,97.77,85.01,82
281.2918494,125.78,121.53,98.15,85.12,82
281.0065996,125.83,121.51,98.29,85.2,82
280.9143864,125.85,121.54,98.02,85.87,82
281.8147267,125.79,121.45,97.57,86.09,82
281.334981,125.9,121.48,97.93,85.99,82
279.3929216,125.72,121.51,98.28,85.96,82
279.3342515,125.72,121.39,98.25,86.17,82
278.2638479,125.04,120.92,97.96,85.71,82
277.2747551,124.62,120.57,97.63,86.02,82
275.4909831,124.28,120.19,97.94,85.81,82
273.5079361,123.99,119.99,98.14,85.97,82
273.7620555,123.93,119.78,98.22,85.62,82
273.6572536,123.72,119.68,97.99,85.58,82
275.7993138,123.76,119.53,97.68,85.04,82
275.291769,123.82,119.52,97.96,85,82
275.242922,123.91,119.48,98.17,84.92,82
275.7099762,124.04,119.59,98.06,85.16,82
296.49,123.94,119.68,97.94,85.26,82
292.3,123.61,119.54,97.74,85.11,82
290.71,123.29,119.35,98.16,85.02,82
291.84,123.19,119.2,98.24,85.12,82
290.17,123.16,119.23,97.69,85.2,82
291.48,123.07,119.22,97.97,85.19,82
284.46,123.23,119.31,98.2,84.81,82
286.59,122.83,119.03,98.09,85.03,82
289.85,123.19,119.29,97.7,85,82
292.77,123.71,119.71,97.93,85.01,82
282.51,123.87,120.03,98.26,85.14,82
277.26,123.17,119.68,98.12,85.11,82
286.47,122.43,118.93,97.68,84.9,82
293.97,123.01,119.05,98.01,85.22,82
281.77,123.82,119.82,98.15,85.58,82
279.51,123.44,119.7,98.19,85.68,82
282.55,122.82,119.08,97.89,85.51,82
282.55,122.38,118.5,97.71,85.56,82
275.16,122.15,118.07,98.14,85.37,82
282.99,121.69,117.6,98.17,85.24,82
284.68,122.53,117.96,97.95,85.52,82
281.2,122.73,118.35,97.89,85.21,82
279.31,121.9,117.72,98,85.22,82
280.62,120.98,116.68,98.1,85.1,82
283.49,120.73,116.18,97.95,85.05,82
284.25,121.45,116.42,97.84,85.01,82
283.57,121.66,116.68,98.11,84.78,82
282.1,121.16,116.47,98.17,84.76,82
283.28,120.87,116.02,97.97,84.49,82
283.54,121.1,116.04,97.89,84.49,82
281.12,121.18,116.11,98.07,84.49,82
286.09,121.14,116,98.13,84.3,82
286.97,121.1,115.88,98.01,84,82
290.99,121.26,115.95,97.76,83.89,82
296.8,121.36,115.97,98.03,83.45,82
297.22,121.91,116.41,98.12,83.58,82
273.2648491,122.01,116.57,97.9,83.23,82
274.1789011,122.38,116.94,97.95,83.38,82
276.10285,123.07,117.52,98.09,83.51,82
277.2069402,123.4,117.94,98.1,83.44,82
278.4535379,123.49,118.23,97.98,82.88,82
277.5166318,123.26,118.23,97.86,83.02,82
276.6329013,123.19,117.99,98.11,83.08,82
276.3093042,123.07,117.9,98.1,83.01,82
277.9570105,123.21,117.8,97.77,83.13,82
278.0040437,123.36,118.05,98,82.88,82
